category,title,context,question,answer
行政專用服務-行政資訊服務,無紙化會議系統,"為更精進中研院無紙化效益，資訊服務處推出無紙化會議系統，中研院院本部同仁可運用該系統建立會議、發送開會資料、簽到及點名等，可節省人工作業時間與避免重複印製會議資料等。

同時，各項會議資訊系統化後，與會人員可便利地確認各會議場次與會議資訊，不需在大量信件或雲端分享資料夾中翻找會議資料。

無紙化會議系統僅供中研院院內IP連線使用，同仁使用SSO帳號登入，訪客需在中研院內環境使用email及會議室密碼登入，會議資訊保留三個月，期滿刪除。建議避免使用機敏會議資料，且會議室使用人數上限為65U，請斟酌使用。

即日起本服務開放院本部同仁試用，請由院內行政服務的公文庶務，點選無紙化會議系統登入使用，相關服務說明與操作手冊，請參閱服務網頁說明https://its.sinica.edu.tw/pages/3734。",如何獲得無紙化會議系統操作手冊？,可以參閱該系統的服務網頁說明，網址為https://its.sinica.edu.tw/pages/3734。
行政專用服務-網路資訊,網路障礙查修服務說明,中研院資訊服務處與各單位資訊室合作，提供網路應用支援及障礙排除服務。,提供網路應用支援的範圍是什麼？即具體可以提供哪方面的支援？,由於題目中沒有提供具體的資訊，因此無法回答提供網路應用支援的範圍是什麼。可能需要進一步的說明或上下文才能確定支援的範圍。
行政專用服務-網路資訊,網路障礙查修服務說明,中研院資訊服務處與各單位資訊室合作，提供網路應用支援及障礙排除服務。,這個服務適用於哪些單位或用戶？是否有特定的限制或要求？,這個服務適用於中研院內各單位以及其工作人員。沒有特定的限制或要求，只要是中研院內部的單位或工作人員都可以使用此服務。
行政專用服務-網路資訊,網路障礙查修服務說明,中研院資訊服務處與各單位資訊室合作，提供網路應用支援及障礙排除服務。,在障礙排除的部分，如果無法在短時間內解決問題，是否有進一步的支援措施或建議？,根據文字說明，並未提到是否有進一步的支援措施或建議，因此無法確定。建議可以向中研院資訊服務處或各單位資訊室查詢詳情。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,區域網路規劃與建置是針對哪些地點進行的服務？,中研院各單位大樓、既有大樓、中研院院本部及院內宿舍、活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,區域網路規劃與建置的服務內容包括哪些項目？,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,中研院大樓的網路佈線規劃建置是由哪個單位提供？,不確定。因為文中只提到提供這樣的服務，沒有明確指出由哪個單位提供。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,區域網路汰舊換新服務是指對哪些大樓進行網路設備的更新？,中研院各單位的既有大樓。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,什麼是網路遷移異動服務？提供什麼樣的服務內容？,"網路遷移異動服務是指中研院提供的將現有網路設備進行遷移或異動的服務。這項服務主要提供以下內容：

1. 網路設備移動或更換：將現有網路設備進行移動或更換，以提高網路效能和穩定性。

2. 網路佈線調整：對現有網路佈線進行調整，以改進網路效能和穩定性。

3. 網路擴建：根據用戶需求擴建現有網路，以支持更多的用戶。

4. 異動通知與協調：提供異動通知和協調工作，確保異動過程中不會對用戶造成太大的影響。"
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,網路佈線與維護服務是針對哪些地點進行的？,網路佈線與維護服務是針對中研院院本部及院內宿舍進行的。另外還包括活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,活動中心、行政大樓及院本部下院內的網路連線是由誰提供服務？,由中研院提供服務。
行政專用服務-網路資訊,區域網路規劃與建置,提供中研院各單位大樓網路設備佈線規劃建置、既有大樓整體網路汰舊換新服務、網路遷移異動服務，以及中研院院本部及院內宿舍網路佈線與維護。另外也提供活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物網路連線服務等。,活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物的網路連線服務的內容是什麼？,活動中心、行政大樓及院本部下院內各學人及職務宿舍與建物的網路連線服務的內容沒有具體說明，建議詢問相關單位以了解詳情。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,這項服務是否只提供給中研院各所(處)、中心使用，或是否開放給其他機構或個人使用？,根據提供的文字說明，無法確定此服務是否開放給其他機構或個人使用。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,這項服務如何過濾病毒和垃圾郵件？使用了哪些技術或方法？,這項服務使用了Email server集中的過濾技術，可能採用如防火牆、SPF、DKIM、DMARC、黑名單、白名單、異常行為偵測等多種技術或方法來過濾病毒和垃圾郵件。具體使用哪些技術或方法，則需要進一步詳細了解中研院所使用的郵件系統和相關配套措施。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,過濾是否只限於中研院各所(處)、中心的電子郵件服務，或是否可適用於其他電子郵件提供商或自建伺服器？,根據文字說明，該服務僅針對中研院各所(處)、中心的Email server集中過濾病毒與垃圾郵件，因此不適用於其他電子郵件提供商或自建伺服器。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,這項服務提供哪些額外的功能或設定，例如白名單、黑名單、自訂過濾規則等？,根據提供的文字說明，無法確定此服務是否提供白名單、黑名單、自訂過濾規則等額外功能或設定。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,使用這項服務是否有需求調整原本的郵件伺服器設定或配置？,根據提供的文字說明，這項服務的功能是集中過濾病毒與垃圾郵件，因此使用此服務不需要調整原本的郵件伺服器設定或配置，只需要將郵件流量導向中研院提供的Email server即可。
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,這項服務是否收費？如果是，收費方式是如何計算的？,這段文字說明並未提到是否有收費，因此無法得知是否收費和收費方式如何計算。
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,圖書館自動化系統是用來處理哪些圖書館相關業務？,圖書館自動化系統是用來處理圖書館相關業務。
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,如何取得使用系統的作業權限？,取得使用系統的作業權限，需確實詳讀系統使用手冊並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,申請權限的方式是什麼？,申請權限方式需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理。
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,申請權限需要交給哪個部門處理？,需要交給資訊處辦理。
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,處理權限申請需要多久的時間？,處理權限申請需要2個工作天的時間。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",這項服務的提供對象是誰？,中研院內的各個院內部門。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",申請使用伺服器設備的方式是什麼？,在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",使用資訊處提供的伺服器設備是否要先與資訊服務處進行諮詢會議？,是的，使用資訊處提供的伺服器設備需要先與資訊服務處進行諮詢會議。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",在建置/更新資料庫方面的協調處理事宜如何申請服務？,請填寫資訊處服務洽詢單，需於5個工作天前提出申請。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",費用的分攤方式是由哪個單位支付？,費用的分攤方式是由訂購單位支付。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,資安通報流程的範圍是指中研院各單位嗎？,是的，資安通報流程的範圍是指中研院各單位。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,資安通報流程的目的是什麼？,資安通報流程的目的是讓中研院的資安小組即時掌握事件狀況，並依照事件類型進行處理，有效防止資安事件擴大造成影響。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,通報的資訊包括哪些內容？,根據上述文字說明，並參考中研院資訊服務處的官方網站，未明確指出通報的資訊包括哪些內容。建議在相關事件發生時，按照中研院資訊服務處的要求提供相關資訊以便及早處理事件。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,事件的類型如何判斷？,事件的類型由中研院各單位在通報時提供相關資訊，由資安小組進行評估判斷。根據通報內容、事件情況、資產影響範圍等因素進行分類。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,資安小組如何進行處理？,資安小組會依照事件類型進行處理。具體的處理方式可能因事件種類而不同。
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,這些通報、處理機制如何有效防止事件擴大造成影響？,透過通報資訊服務處資安小組及依照事件類型進行處理，可以即時掌握事件狀況，並且針對不同的事件進行適當的處理，有助於有效防止事件擴大造成影響。
行政專用服務-資安專區,預警通報,"為了協助各所/中心推動資安維運作業，中研院資訊服務處擬透過導入資訊安全設備日誌，建置資訊安全事件管理平台 (Security Information Event Management, SIEM)。該平台將以資訊服務處既有架構與規則為基礎，篩選大量資安事件資料，提供各所/中心即時探測資安事件的發生，並發送通報警訊。一旦事件發生，即可立即處理，供資安人員分析與後續事件處理。

通報方式採用本院Redmine資安事件管立平台。

詳細申請及通報方式請參考https://its.sinica.edu.tw/pages/1742。",預警通報服務的目的是什麼？,預警通報服務的目的是即時探測資安事件的發生，並發送通報警訊，讓資安人員可以立即處理事件，進行分析與後續事件處理。
行政專用服務-資安專區,源碼檢測,資訊服務處提供源碼檢測服務，又稱白箱測試、靜態測試，在不需要執行程式碼的情況下，針對原始碼的內容進行分析，透過對於已知弱點特性的比對，指出有安全問題的程式碼的位置，協助開發人員進行修補，例如編譯器即為原始碼檢測的應用之一。目前中研院資訊服務處所使用的原始碼檢測工具為Checkmarx，若有需要申請源碼檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。其他詳細說明請參考https://its.sinica.edu.tw/posts/119687。,申請源碼檢測的程序是什麼？,申請源碼檢測需要填寫資訊服務處電子服務台提出申請。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,主機檢測的服務是什麼？,主機檢測的服務是中研院資訊服務處使用的主機弱點檢測工具Nexpose的Rapid7，能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,中央研究院資訊處所使用的主機弱點檢測工具是什麼？,中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,主機檢測的目的是什麼？,主機檢測的目的是預防主機存在弱點，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,如何申請主機檢測服務？,需要申請主機檢測服務，可以填寫中央研究院資訊處電子服務台提出申請。該服務目前提供院內服務免費申請使用。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,主機檢測服務有費用嗎？,目前中央研究院資訊處提供的主機檢測服務為院內服務且免費申請使用。
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,全院型主機弱點掃描服務平台是由誰提供的？,全院型主機弱點掃描服務平台是由中研院資訊服務處提供的。
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,該平台的功能是什麼？,該平台的功能是檢測及管理主機弱點，協助各所中心評估與管理各項主機弱點及威脅。
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,如何使用這個平台來檢測和管理主機弱點？,"使用 Tenable Security Center 平台來檢測和管理主機弱點需要以下步驟：
1. 登入 Tenable Security Center 平台。
2. 設定掃描範圍和時間。
3. 運行弱點掃描。
4. 分析掃描結果，評估風險和分類弱點。
5. 根據風險等級和可行性制定計劃，進行修補或漏洞管理。
6. 在進行修補或漏洞管理後，再次運行弱點掃描，確保修復了所有弱點。"
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,這個平台是否可以協助中心評估和管理主機弱點和威脅？,是的，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅。
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,是否有其他詳細的服務說明可以參考？,是的，詳細的服務說明可以參考 https://its.sinica.edu.tw/pages/3608。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",這個網頁弱點掃描服務是由哪一個單位提供的？,這個網頁弱點掃描服務是由中研院資訊服務處提供的。
